pid,role,iso2,name,af_ids
716,player,jp,Keisuke Gotō,375930
717,player,jp,Tomoki Hayakawa,304782
718,player,jp,Kento Shiogai,422572
719,coach,jp,Hajime Moriyasu,323
720,player,nl,Memphis Depay,667
721,player,nl,Virgil van Dijk,290
722,player,nl,Denzel Dumfries,226
723,player,nl,Frenkie de Jong,538
724,player,nl,Nathan Aké,18861
725,player,nl,Donyell Malen,249
726,player,nl,Wout Weghorst,25416
727,player,nl,Cody Gakpo,247
728,player,nl,Marten de Roon,30432
729,player,nl,Tijjani Reijnders,36902
730,player,nl,Bart Verbruggen,129058
731,player,nl,Teun Koopmeiners,36899
732,player,nl,Ryan Gravenberch,542
733,player,nl,Lutsharel Geertruida,37143
734,player,nl,Micky van de Ven,152849
735,player,nl,Mats Wieffer,92993
736,player,nl,Noa Lang,544
737,player,nl,Jan Paul van Hecke,38695
738,player,nl,Justin Kluivert,792
739,player,nl,Brian Brobbey,38750
740,player,nl,Mark Flekken,26232
741,player,nl,Quinten Timber,38747
742,player,nl,Jorrel Hato,341642
743,player,nl,Crysencio Summerville,37724
744,player,nl,Robin Roefs,194536
745,coach,nl,Ronald Koeman,73
746,player,se,Victor Lindelöf,889
747,player,se,Alexander Isak,2864
748,player,se,Mattias Svanberg,30484
749,player,se,Ken Sema,2860
750,player,se,Viktor Gyökeres,18979
751,player,se,Anthony Elanga,153430
752,player,se,Isak Hien,137976
753,player,se,Jesper Karlström,48047
754,player,se,Gabriel Gudmundsson,47969
755,player,se,Yasin Ayari,265820
756,player,se,Kristoffer Nordfeldt,2851
757,player,se,Carl Starfelt,47988
758,player,se,Daniel Svensson,198654
759,player,se,Hjalmar Ekdal,47903
760,player,se,Viktor Johansson,158700
761,player,se,Gustaf Lagerbielke,137721
762,player,se,Benjamin Nygren,48002
763,player,se,Alexander Bernhardsson,47696
764,player,se,Lucas Bergvall,347316
765,player,se,Gustaf Nilsson,15683
766,player,se,Besfort Zeneli,350850
767,player,se,Jacob Widell Zetterström,48033
768,player,se,Herman Johansson,161504
769,player,se,Eric Smith,8486
770,player,se,Taha Ali,160925
771,player,se,Elliot Stroud,226765
772,player,tn,Ali Abdi,49583
773,player,tn,Aymen Dahmen,49424
774,player,tn,Firas Chaouat,2962
775,player,tn,Hazem Mastouri,344862
776,player,tn,Mortadha Ben Ouanes,49469
777,player,tn,Mohamed Amine Ben Hamida,135059
778,player,tn,Hadj Mahmoud,67195
779,player,tn,Khalil Ayari,533295
780,player,tn,Mouhib Chamakh,533394
781,player,tn,Sabri Ben Hessen,49423
782,player,tn,Raed Chikhaoui,533360
783,player,be,Axel Witsel,20
784,player,be,Romelu Lukaku,907
785,player,be,Kevin De Bruyne,629
786,player,be,Thibaut Courtois,730
787,player,be,Youri Tielemans,2926
788,player,be,Thomas Meunier,264
789,player,be,Timothy Castagne,2920
790,player,be,Leandro Trossard,1946
791,player,be,Jérémy Doku,1422
792,player,be,Hans Vanaken,78
793,player,be,Arthur Theate,204043
794,player,be,Dodi Lukébakio,25458
795,player,be,Charles De Ketelaere,147859
796,player,be,Zeno Debast,
797,player,be,Alexis Saelemaekers,1417
798,player,be,Maxim De Cuyper,162007
799,player,be,Nicolas Raskin,2120
800,player,be,Brandon Mechele,69
801,player,be,Koni De Winter,162141
802,player,be,Joaquin Seys,375974
803,player,be,Nathan Ngoy,312964
804,player,be,Diego Moreira,335056
805,player,be,Senne Lammens,162511
806,player,be,Matias Fernandez-Pardo,340077
807,player,be,Mike Penders,340151
808,player,eg,Mohamed Salah,306
809,player,eg,Trézéguet,2664
810,player,eg,Mohamed El Shenawy,16797
811,player,eg,Hamdy Fathy,16813
812,player,eg,Zizo,16871
813,player,eg,Omar Marmoush,81573
814,player,eg,Ramy Rabia,16805
815,player,eg,Mohamed Hany,2654
816,player,eg,Ahmed Fatouh,2649
817,player,eg,Mohamed Abdelmonem,196343
818,player,eg,Marwan Attia,190575
819,player,eg,Emam Ashour,17269
820,player,eg,Ibrahim Adel,70535
821,player,eg,Mohanad Lasheen,16841
822,player,eg,Yasser Ibrahim,16804
823,player,eg,Mahmoud Saber,69196
824,player,eg,Hossam Abdelmaguid,269621
825,player,eg,Nabil Emad,2660
826,player,eg,Karim Hafez,2656
827,player,eg,Mostafa Shobeir,269174
828,player,eg,Tarek Alaa,550371
829,player,eg,Hamza Abdelkarim,550547
830,player,eg,Mostafa Ziko,395075
831,player,eg,El Mahdy Soliman,16831
832,player,eg,Mohamed Alaa,550469
833,coach,eg,Hossam Hassan,19341
834,player,ir,Ehsan Hajsafi,2685
835,player,ir,Mehdi Taremi,42315
836,player,ir,Alireza Jahanbakhsh,2700
837,player,ir,Alireza Beiranvand,2682
838,player,ir,Saeid Ezatolahi,19614
839,player,ir,Milad Mohammadi,2688
840,player,ir,Ramin Rezaeian,2691
841,player,ir,Saman Ghoddos,2699
842,player,ir,Hossein Kanaanizadegan,2687
843,player,ir,Shojae Khalilzadeh,29704
844,player,ir,Mahdi Torabi,2697
845,player,ir,Rouzbeh Cheshmi,2683
846,player,ir,Mohammad Mohebi,134217
847,player,ir,Mehdi Ghayedi,29781
848,player,ir,Shahriyar Moghanlou,89982
849,player,ir,Saleh Hardani,136880
850,player,ir,Amirhossein Hosseinzadeh,29937
851,player,ir,Ali Nemati,533035
852,player,ir,Mohammad Ghorbani,341844
853,player,ir,Payam Niazmand,2681
854,player,ir,Ali Alipour,29720
855,player,ir,Arya Yousefi,343405
856,player,ir,Hossein Hosseini,29755
857,player,ir,Amirmohammad Razzaghinia,423753
858,player,ir,Danial Eiri,665473
859,coach,ir,Amir Ghalenoei,2703
860,player,nz,Chris Wood,18931
861,player,nz,Kosta Barbarouses,6865
862,player,nz,Michael Boxall,51149
863,player,nz,Tim Payne,94346
864,player,nz,Elijah Just,94333
865,player,nz,Marko Stamenić,179862
866,player,nz,Liberato Cacace,6931
867,player,nz,Callum McCowatt,94322
868,player,nz,Ben Waine,6938
869,player,nz,Sarpreet Singh,6935
870,player,nz,Alex Rufer,6934
871,player,nz,Tyler Bindon,430835
872,player,nz,Ryan Thomas,242
873,player,nz,Max Crocombe,18110
874,player,nz,Ben Old,179856
875,player,nz,Francis de Vries,94405
876,player,nz,Finn Surman,210165
877,player,nz,Logan Rogerson,26161
878,player,nz,Jesse Randall,158688
879,player,nz,Alex Paulsen,94360
880,player,nz,Michael Woud,36777
881,player,cv,Ryan Mendes,50270
882,player,cv,Vozinha,15304
883,player,cv,Stopira,2331
884,player,cv,João Paulo,142016
885,player,cv,Diney,41608
886,player,cv,Kevin Pina,96512
887,player,cv,Jovane Cabral,1494
888,player,cv,Gilson Benchimol,309182
889,player,cv,Márcio Rosa,41764
890,player,cv,Yannick Semedo,128007
891,player,cv,Nuno da Costa,22265
892,player,cv,Kelvin Pires,268806
893,coach,cv,Bubista,28722
894,player,sa,Salem Al-Dawsari,44340
895,player,sa,Mohamed Kanno,44349
896,player,sa,Firas Al-Buraikan,44324
897,player,sa,Mohammed Al-Owais,44411
898,player,sa,Saleh Al-Shehri,44551
899,player,sa,Saud Abdulhamid,44594
900,player,sa,Hassan Al-Tambakti,44362
901,player,sa,Abdullah Al-Hamdan,44382
902,player,sa,Nasser Al-Dawsari,44339
903,player,sa,Abdulelah Al-Amri,44475
904,player,sa,Abdullah Al-Khaibari,44315
905,player,sa,Musab Al-Juwayr,306380
906,player,sa,Nawaf Boushal,134995
907,player,sa,Ayman Yahya,147812
908,player,sa,Nawaf Al-Aqidi,193288
909,player,sa,Ali Lajami,44507
910,player,sa,Ali Majrashi,44367
911,player,sa,Hassan Kadesh,44335
912,player,sa,Moteb Al-Harbi,202381
913,player,sa,Ziyad Al-Johani,269172
914,player,sa,Ahmed Al-Kassar,44449
915,player,sa,Jehad Thakri,543059
916,player,sa,Mohammed Abu Al-Shamat,403087
917,player,sa,Khalid Al-Ghannam,44701
918,player,sa,Sultan Mandash,2639
919,player,sa,Alaa Al-Hejji,593759
920,player,es,Rodri,44
921,player,es,Unai Simón,47270
922,player,es,Ferran Torres,931
923,player,es,Mikel Oyarzabal,47323
924,player,es,Dani Olmo,1323
925,player,es,Mikel Merino,47311
926,player,es,Fabián Ruiz,328
927,player,es,Pedri,133609
928,player,es,Gavi,296667
929,player,es,Nico Williams,183799
930,player,es,Martín Zubimendi,47315
931,player,es,Lamine Yamal,386828
932,player,es,Marcos Llorente,753
933,player,es,Marc Cucurella,47380
934,player,es,Yéremy Pino,184226
935,player,es,Eric García,619
936,player,es,Pedro Porro,47519
937,player,es,Álex Baena,182219
938,player,es,Álex Grimaldo,563
939,player,es,David Raya,19465
940,player,es,Pau Cubarsí,396623
941,player,es,Borja Iglesias,47348
942,player,es,Marc Pubill,295793
943,player,es,Joan Garcia,182718
944,player,es,Víctor Muñoz,338751
945,coach,es,Luis de la Fuente,5832
946,player,uy,José María Giménez,31
947,player,uy,Rodrigo Bentancur,863
948,player,uy,Federico Valverde,756
949,player,uy,Giorgian de Arrascaeta,2612
950,player,uy,Matías Viña,51572
951,player,uy,Facundo Pellistri,70078
952,player,uy,Darwin Núñez,51617
953,player,uy,Manuel Ugarte,51494
954,player,uy,Sergio Rochet,50077
955,player,uy,Mathías Olivera,47254
956,player,uy,Nicolás de la Cruz,5995
957,player,uy,Brian Rodríguez,51618
958,player,uy,Guillermo Varela,1290
959,player,uy,Maximiliano Araújo,51776
960,player,uy,Ronald Araújo,101814
961,player,uy,Sebastián Cáceres,51535
962,player,uy,Joaquín Piquerez,51466
963,player,uy,Agustín Canobbio,51603
964,player,uy,Federico Viñas,51530
965,player,uy,Emiliano Martínez,153083
966,player,uy,Rodrigo Aguirre,16482
967,player,uy,Santiago Mele,61895
968,player,uy,Santiago Bueno,135334
969,player,fr,Kylian Mbappé,278
970,player,fr,N'Golo Kanté,2290
971,player,fr,Ousmane Dembélé,153
972,player,fr,Adrien Rabiot,272
973,player,fr,Lucas Digne,2724
974,player,fr,Jules Koundé,1257
975,player,fr,Aurélien Tchouaméni,1271
976,player,fr,Théo Hernandez,47300
977,player,fr,Lucas Hernandez,33
978,player,fr,Mike Maignan,22221
979,player,fr,Dayot Upamecano,1149
980,player,fr,William Saliba,22090
981,player,fr,Ibrahima Konaté,1145
982,player,fr,Bradley Barcola,161904
983,player,fr,Manu Koné,22147
984,player,fr,Malo Gusto,161907
985,player,fr,Warren Zaïre-Emery,336657
986,player,fr,Maghnes Akliouche,274300
987,player,fr,Désiré Doué,343027
988,player,fr,Rayan Cherki,156477
989,player,fr,Jean-Philippe Mateta,25927
990,player,fr,Maxence Lacroix,20995
991,player,fr,Robin Risser,347211
992,coach,fr,Didier Deschamps,180
993,player,iq,Jalal Hassan,53886
994,player,iq,Aymen Hussein,49451
995,player,iq,Ibrahim Bayesh,140747
996,player,iq,Mohanad Ali,53894
997,player,iq,Rebin Sulaka,42261
998,player,iq,Ali Jasim,542644
999,player,iq,Manaf Younis,295394
1000,player,iq,Zaid Tahseen,296373
1001,player,iq,Fahad Talib,123802
1002,player,iq,Ali Al-Hamadi,299813
1003,player,iq,Mustafa Saadoon,427187
1004,player,iq,Ahmed Basil,197933
1005,player,iq,Akam Hashim,453073
1006,player,iq,Ali Yousif,163854
1007,player,iq,Ahmed Maknzi,292253;665478
1008,player,iq,Aimar Sher,48129
1009,player,iq,Zaid Ismail,626479
1010,player,no,Alexander Sørloth,8492
1011,player,no,Ørjan Nyland,19172
1012,player,no,Martin Ødegaard,37127
1013,player,no,Sander Berge,1934
1014,player,no,Kristoffer Ajer,1119
1015,player,no,Patrick Berg,39064
1016,player,no,Julian Ryerson,24845
1017,player,no,Leo Østigård,18967
1018,player,no,Kristian Thorstvedt,39143
1019,player,no,Marcus Holmgren Pedersen,39362
1020,player,no,Morten Thorsby,36980
1021,player,no,Jørgen Strand Larsen,2032
1022,player,no,Antonio Nusa,314511
1023,player,no,David Møller Wolfe,265782
1024,player,no,Fredrik Aursnes,39043
1025,player,no,Fredrik André Bjørkan,39058
1026,player,no,Oscar Bobb,278133
1027,player,no,Torbjørn Heggem,39254
1028,player,no,Jens Petter Hauge,39073
1029,player,no,Andreas Schjelderup,301528
1030,player,no,Egil Selvik,39082
1031,player,no,Sondre Langås,265444
1032,player,no,Henrik Falchener,180937
1033,player,no,Sander Tangvik,264378
1034,coach,no,Ståle Solbakken,1675
1035,player,sn,Idrissa Gueye,2990
1036,player,sn,Sadio Mané,304
1037,player,sn,Ismaïla Sarr,2218
1038,player,sn,Krépin Diatta,81
1039,player,sn,Pape Matar Sarr,237129
1040,player,sn,Lamine Camara,374058
1041,player,sn,Nicolas Jackson,283058
1042,player,sn,Pathé Ciss,41552
1043,player,sn,Bamba Dieng,284072
1044,player,sn,Abdoulaye Seck,8450
1045,player,sn,Habib Diarra,327631
1046,player,sn,El Hadji Malick Diouf,409303
1047,player,sn,Cherif Ndiaye,14379
1048,player,sn,Assane Diao,400948
1049,player,sn,Bara Sapoko Ndiaye,630895
1050,coach,sn,Pape Thiaw,17636
1051,player,dz,Ramy Bensebaini,2194
1052,player,dz,Mohamed Amoura,200139
1053,player,dz,Hicham Boudaoui,4399
1054,player,dz,Mohamed Amine Tougai,4569
1055,player,dz,Zineddine Belaïd,4561
1056,player,dz,Adil Boulbina,329163
1057,player,dz,Achref Abada,342740
1058,player,dz,Oussama Benbot,4414
1059,player,dz,Yacine Titraoui,327599
1060,player,dz,Nadhir Benbouali,292924
1061,player,ar,Lionel Messi,154
1062,player,ar,Nicolás Otamendi,624
1063,player,ar,Rodrigo De Paul,2472
1064,player,ar,Leandro Paredes,271
1065,player,ar,Lautaro Martínez,217
1066,player,ar,Nicolás Tagliafico,529
1067,player,ar,Giovani Lo Celso,1578
1068,player,ar,Emiliano Martínez,19599
1069,player,ar,Nahuel Molina,6503
1070,player,ar,Julián Alvarez,6009
1071,player,ar,Cristian Romero,30776
1072,player,ar,Nicolás González,26315
1073,player,ar,Alexis Mac Allister,6716
1074,player,ar,Enzo Fernández,5996
1075,player,ar,Exequiel Palacios,6002
1076,player,ar,Gonzalo Montiel,2468
1077,player,ar,Lisandro Martínez,2467
1078,player,ar,Thiago Almada,6067
1079,player,ar,Facundo Medina,6231
1080,player,ar,Gerónimo Rulli,47296
1081,player,ar,José Manuel López,295513
1082,player,ar,Juan Musso,2465
1083,player,ar,Valentín Barco,319572
1084,player,ar,Marcos Senesi,6610
1085,coach,ar,Lionel Scaloni,326
1086,player,at,Marko Arnautović,18830
1087,player,at,David Alaba,505
1088,player,at,Marcel Sabitzer,1159
1089,player,at,Michael Gregoritsch,25297
1090,player,at,Florian Grillitsch,719
1091,player,at,Konrad Laimer,1157
1092,player,at,Stefan Posch,711
1093,player,at,Xaver Schlager,1095
1094,player,at,Nicolas Seiwald,7328
1095,player,at,Philipp Lienhart,26240
1096,player,at,Alessandro Schöpf,417
1097,player,at,Romano Schmid,7562
1098,player,at,Kevin Danso,25287
1099,player,at,Phillipp Mwene,25915
1100,player,at,Patrick Wimmer,126642
1101,player,at,Alexander Schlager,7525
1102,player,at,Saša Kalajdžić,7722
1103,player,at,Alexander Prass,7327
1104,player,at,Patrick Pentz,7598
1105,player,at,Marco Friedl,25314
1106,player,at,Dejan Ljubičić,1725
1107,player,at,Michael Svoboda,7090
1108,player,at,Carney Chukwuemeka,138935
1109,player,at,Paul Wanner,327895
1110,player,at,David Affengruber,126640
1111,player,at,Florian Wiegele,221605
1112,player,jo,Musa Al-Taamari,15286
1113,player,jo,Ihsan Haddad,53902
1114,player,jo,Mahmoud Al-Mardi,123530
1115,player,jo,Yazan Al-Arab,53900
1116,player,jo,Yazeed Abulaila,140607
1117,player,jo,Rajaei Ayed,104242
1118,player,jo,Noor Al-Rawabdeh,140609
1119,player,jo,Ali Olwan,164026
1120,player,jo,Abdallah Nasib,310835
1121,player,jo,Ibrahim Sadeh,542768
1122,player,jo,Nizar Al-Rashdan,213980
1123,player,jo,Mohammad Abu Zrayq,72142
1124,player,jo,Mohannad Abu Taha,310785
1125,player,jo,Saed Al-Rosan,213978
1126,player,jo,Amer Jamous,198211
1127,player,jo,Husam Abu Dahab,542822
1128,player,jo,Mohammad Al-Dawoud,651096
1129,player,jo,Salim Obaid,72140
1130,player,jo,Abdallah Al-Fakhouri,163884
1131,player,jo,Odeh Al-Fakhouri,568556
1132,player,jo,Nour Bani Attiah,163908
1133,player,jo,Mohammad Taha,601853
1134,player,jo,Anas Badawi,664028
1135,player,co,David Ospina,313
1136,player,co,James Rodríguez,517
1137,player,co,Davinson Sánchez,168
1138,player,co,Luis Díaz,2489
1139,player,co,Santiago Arias,30
1140,player,co,Jefferson Lerma,2490
1141,player,co,Yerry Mina,2484
1142,player,co,Juan Fernando Quintero,6005
1143,player,co,Daniel Muñoz,13736
1144,player,co,Johan Mojica,64268
1145,player,co,Camilo Vargas,2482
1146,player,co,Jhon Arias,13708
1147,player,co,Jhon Lucumí,1929
1148,player,co,Richard Ríos,195104
1149,player,co,Kevin Castaño,289592
1150,player,co,Jorge Carrascal,5994
1151,player,co,Jhon Córdoba,24810
1152,player,co,Deiver Machado,2483
1153,player,co,Álvaro Montero,2481
1154,player,co,Luis Suárez,47237
1155,player,co,Juan Portilla,13151
1156,player,co,Jaminton Campaz,13376
1157,player,co,Cucho Hernández,47582
1158,player,co,Andrés Gómez,345748
1159,player,co,Gustavo Puerta,324034
1160,player,co,Willer Ditta,13571
1161,player,cd,Chancel Mbemba,375
1162,player,cd,Meschak Elia,3034
1163,player,cd,Edo Kayembe,1424
1164,player,cd,Fiston Mayele,179699
1165,player,cd,Axel Tuanzebe,19182
1166,player,cd,Brian Cipenga,279482
1167,player,pt,Cristiano Ronaldo,874
1168,player,pt,Bernardo Silva,636
1169,player,pt,Bruno Fernandes,1485
1170,player,pt,Rúben Dias,567
1171,player,pt,João Cancelo,855
1172,player,pt,Rúben Neves,2676
1173,player,pt,João Félix,583
1174,player,pt,Nélson Semedo,130
1175,player,pt,Rafael Leão,22236
1176,player,pt,Nuno Mendes,263482
1177,player,pt,Vitinha,128384
1178,player,pt,Diogo Dalot,886
1179,player,pt,Gonçalo Guedes,925
1180,player,pt,Gonçalo Ramos,41585
1181,player,pt,Pedro Neto,1864
1182,player,pt,Gonçalo Inácio,265595
1183,player,pt,João Neves,335051
1184,player,pt,Francisco Trincão,41112
1185,player,pt,Francisco Conceição,161585
1186,player,pt,Renato Veiga,336671
1187,player,pt,Samú Costa,190485
1188,player,pt,Tomás Araújo,161939
1189,player,pt,José Sá,1590
1190,player,pt,Rui Silva,46672
1191,player,uz,Eldor Shomurodov,53535
1192,player,uz,Otabek Shukurov,50272
1193,player,uz,Igor Sergeev,72128
1194,player,uz,Odiljon Hamrobekov,53835
1195,player,uz,Rustam Ashurmatov,34121
1196,player,uz,Farrukh Sayfiev,532759
1197,player,uz,Oston Urunov,72127
1198,player,uz,Khojiakbar Alijonov,72122
1199,player,uz,Jamshid Iskanderov,65576
1200,player,uz,Dostonbek Khamdamov,53834
1201,player,uz,Abbosbek Fayzullaev,263676
1202,player,uz,Sherzod Nasrullaev,73514
1203,player,uz,Umar Eshmurodov,73510
1204,player,uz,Abdukodir Khusanov,360114
1205,player,uz,Akmal Mozgovoy,73522
1206,player,uz,Azizjon Ganiev,73520
1207,player,uz,Abdulla Abdullaev,73418
1208,player,uz,Azizbek Amonov,65584
1209,player,uz,Abduvohid Nematov,73507
1210,player,uz,Ruslanbek Jiyanov,312231
1211,player,uz,Jakhongir Urozov,358427
1212,player,uz,Botirali Ergashev,72120
1213,player,uz,Bekhruz Karimov,416964
1214,player,uz,Sherzod Esanov,363723
1215,player,uz,Avazbek Ulmasaliev,65571
1216,player,hr,Luka Modrić,754
1217,player,hr,Ivan Perišić,207
1218,player,hr,Andrej Kramarić,726
1219,player,hr,Dominik Livaković,1305
1220,player,hr,Nikola Vlašić,842
1221,player,hr,Joško Gvardiol,129033
1222,player,hr,Duje Ćaleta-Car,1902
1223,player,hr,Martin Baturina,295026
1224,player,hr,Kristijan Jakić,14395
1225,player,hr,Martin Erlić,30827
1226,player,hr,Petar Musa,66055
1227,player,hr,Nikola Moro,1322
1228,player,hr,Toni Fruk,284869
1229,player,hr,Luka Vušković,387521
1230,player,hr,Dominik Kotarski,524
1231,player,hr,Ivor Pandur,14268
1232,player,gb-eng,Harry Kane,184
1233,player,gb-eng,Jordan Henderson,292
1234,player,gb-eng,John Stones,626
1235,player,gb-eng,Jordan Pickford,2932
1236,player,gb-eng,Marcus Rashford,909
1237,player,gb-eng,Bukayo Saka,1460
1238,player,gb-eng,Jude Bellingham,129718
1239,player,gb-eng,Ollie Watkins,19366
1240,player,gb-eng,Ezri Konsa,19354
1241,player,gb-eng,Anthony Gordon,138787
1242,player,gb-eng,Eberechi Eze,19586
1243,player,gb-eng,Kobbie Mainoo,284322
1244,player,gb-eng,Noni Madueke,136723
1245,player,gb-eng,Elliot Anderson,138908
1246,player,gb-eng,Dan Burn,18961
1247,player,gb-eng,Ivan Toney,19974
1248,player,gb-eng,Djed Spence,19235
1249,player,gb-eng,Nico O'Reilly,307123
1250,player,gb-eng,Jarell Quansah,158698
1251,player,gb-eng,James Trafford,162489
1252,player,gh,Thomas Partey,49
1253,player,gh,Abdul Rahman Baba,21996
1254,player,gh,Gideon Mensah,7578
1255,player,gh,Lawrence Ati-Zigi,3412
1256,player,gh,Abdul Fatawu,303467
1257,player,gh,Kamaldeen Sulemana,199837
1258,player,gh,Alidu Seidu,196187
1259,player,gh,Ernest Nuamah,350856
1260,player,gh,Caleb Yirenkyi,475575
1261,player,gh,Benjamin Asare,559233
1262,player,gh,Jonas Adjetey,369425
1263,player,gh,Christopher Bonsu Baah,411800
1264,player,gh,Kwasi Sibo,3608
1265,player,gh,Abdul Mumin,15900
1266,player,gh,Prince Kwabena Adu,410016
1267,player,gh,Kojo Peprah Oppong,404172
1268,player,gh,Joseph Anang,144709
1269,player,gh,Augustine Boakye,337426
1270,player,pa,Aníbal Godoy,2977
1271,player,pa,Alberto Quintero,2978
1272,player,pa,Eric Davis,2970
1273,player,pa,Yoel Bárcenas,46855
1274,player,pa,Fidel Escobar,2971
1275,player,pa,Michael Amir Murillo,2973
1276,player,pa,Adalberto Carrasquilla,57807
1277,player,pa,José Luis Rodríguez,2979
1278,player,pa,José Fajardo,2983
1279,player,pa,Cristian Martínez,554208
1280,player,pa,Ismael Díaz,96615
1281,player,pa,Luis Mejía,2967
1282,player,pa,César Yanis,57875
1283,player,pa,Cecilio Waterman,51648
1284,player,pa,Andrés Andrade,7197
1285,player,pa,Roderick Miller,81659
1286,player,pa,Orlando Mosquera,2968
1287,player,pa,César Blackman,2975
1288,player,pa,José Córdoba,57739
1289,player,pa,Carlos Harvey,71230
1290,player,pa,Jiovany Ramos,57667
1291,player,pa,Edgardo Fariña,328148
1292,player,pa,Jorge Gutiérrez,57803
1293,player,pa,Tomás Rodríguez,57910
1294,player,pa,Azarias Londoño,292396
1295,player,pa,César Samudio,57861
