lat,lon,population
48.2278,-3.72881,1029
48.42973,-2.53965,1028
48.58717,-4.57224,3082
48.41296,-1.15297,1314
47.74833,-3.07696,1434
50.47269,3.30367,2308
46.12729,5.83277,1019
43.59266,5.12789,7031
48.6075,-2.15031,1264
45.37891,5.542,1752
46.06255,4.49195,1052
44.90145,5.78874,5190
45.72818,4.81213,7185
48.65149,7.69876,3126
48.44727,-4.76045,2010
48.49282,-4.04132,2077
45.59702,5.86724,13499
44.95131,5.71814,1647
46.49594,3.96396,1203
44.96015,5.74409,1810
47.602,2.02837,4426
48.23438,-2.73367,2033
43.49403,6.53519,2555
46.3609,-0.11319,1860
44.85165,0.02549,1301
46.61786,-1.65896,2257
49.16246,2.44687,8540
44.84723,0.39103,2187
47.18987,-1.68395,6012
45.87106,3.6011,2124
43.28128,5.49804,2773
48.06473,0.1357,2372
48.21834,-1.7546,3808
47.40254,-0.26857,2020
47.5606,-0.67337,1548
47.43719,0.63163,3085
47.55965,-1.40187,1113
46.74108,-0.84603,1613
47.517,-0.66861,2147
48.49827,-2.84151,1173
49.17643,-1.11119,1069
50.36009,3.06478,5057
43.65382,5.26211,8084
50.65,3.03333,28613
48.46808,-2.51781,12344
44.98672,4.57975,2670
45.09615,-0.71771,1104
47.26946,5.38589,1246
48.06967,5.78141,1171
43.69979,5.08871,1815
43.59758,3.07985,2453
49.48308,0.7703,1916
44.12498,0.82353,1262
48.77298,1.20253,1170
50.64603,3.07585,23572
43.71298,7.2241,12632
46.89226,3.46426,3637
48.4732,1.01585,3918
44.37118,2.66739,1235
43.2043,0.07296,1450
50.28939,3.85672,2256
43.13839,6.23362,9471
50.39012,3.16949,6573
44.8368,0.73777,3152
46.99346,-1.59726,1518
44.6478,4.32303,1156
44.33839,1.5452,1142
48.76202,-0.59876,1804
44.97972,-0.38149,2036
47.27976,-0.72952,1122
47.17202,-0.89215,1161
46.12888,-1.00955,2855
46.12778,-1.07197,2206
46.25054,4.88955,1090
44.38097,2.82271,1543
47.76962,1.68657,2392
47.97821,-1.71945,3879
49.29149,2.44581,3964
47.8781,0.22794,2043
48.75381,2.86552,1589
43.4825,-1.39112,2046
48.79561,-1.39655,1379
49.22553,1.06774,1520
49.28973,-1.54324,1810
46.96667,0.7,3872
47.15546,-1.39927,4047
46.96476,-1.25059,2629
44.68449,2.84705,1317
46.96667,-2.23333,1559
47.94166,-1.2309,4552
45.24218,1.78135,1545
47.52704,-1.66749,1314
43.89772,1.9926,1315
48.38682,2.90157,2474
43.56076,4.08482,7335
45.50383,4.55915,5045
48.60445,-1.89516,1164
50.6379,2.71502,5327
46.18915,-1.15387,6987
45.06995,-0.13887,1418
43.39227,-0.65253,1355
49.08744,2.74502,1882
48.86667,2.71667,20649
45.90237,5.34399,6454
43.89348,5.11454,1591
49.60517,-1.58185,5117
46.73333,-1.51667,1465
43.72209,7.15296,6626
46.94275,-1.06482,2689
43.57697,2.27576,1749
46.89176,-1.83163,3826
48.90472,2.2469,26385
43.41247,1.38828,2447
43.3171,6.46946,1777
44.39699,4.75759,1169
43.12468,6.01033,28257
47.76532,-2.13208,2453
48.98057,2.17866,4649
48.59555,-1.84333,2143
49.72923,4.71273,1587
44.1276,1.24049,2799
45.50462,4.31524,4335
44.23121,2.04158,1099
46.76978,-0.64945,2333
47.90884,-3.97911,2955
48.4278,-4.31565,1686
44.86872,0.3753,2500
46.18649,-1.32666,2933
46.83162,-0.86102,2001
47.69815,-0.07553,18536
50.00175,3.92081,1107
49.46415,1.51463,1124
48.9514,3.12724,9443
47.71695,1.93904,7178
49.17453,3.12885,2359
48.58999,-0.358,7372
47.38467,1.95344,1072
48.7831,3.30678,4567
48.18723,0.65247,10201
48.48306,2.34802,4051
48.66227,-0.51955,1694
46.71392,-1.31481,4362
49.66286,3.36631,2880
43.16866,6.04323,6918
43.55104,5.1943,6646
48.00259,2.53724,1203
47.76229,-1.68796,1123
45.58269,1.1136,1116
43.37505,5.6056,2596
47.41934,-0.43128,1310
43.663,2.3482,1814
43.20755,6.56796,3050
49.35685,2.78803,4649
43.33329,5.45403,6348
43.50033,1.40996,1678
47.34031,0.99024,2094
43.14962,6.07399,17905
48.89581,1.40491,2069
50.58212,2.7071,2581
45.70102,2.26341,1130
45.61128,0.09948,7590
48.92805,2.39627,37287
46.19416,-1.42615,1272
45.39447,5.25908,4555
45.54216,0.97627,1393
43.68648,7.10376,6987
46.88333,6.38333,1171
45.90675,6.43445,2241
46.29002,4.30422,2162
43.17476,5.60449,33113
47.09105,-1.61119,5220
47.61621,1.36765,4253
46.58228,1.98734,4687
46.64959,-0.7413,2649
47.72944,0.57383,1633
47.18333,3.01667,5460
48.12409,-1.86609,2113
47.25063,0.21887,1529
47.29964,-1.55239,18481
48.85879,2.92597,4249
44.56421,4.36393,1350
47.06248,2.32447,3245
47.88648,1.8345,9532
48.31734,4.03988,14623
46.74612,-0.47665,1785
47.33393,-1.05631,1148
48.03556,0.15993,2201
49.09752,1.38209,1067
47.37195,-1.9715,2467
48.31813,2.57152,3042
48.34771,-1.10171,1268
47.1768,-1.3407,1997
48.54947,2.89776,1358
49.12842,2.53405,2592
48.03191,1.30953,1258
47.18203,-1.01857,1165
47.44773,-2.24161,3183
48.17732,-1.7318,3621
45.58484,5.4636,1566
46.20841,4.76245,2626
47.27203,-1.3384,4595
49.44905,1.90228,1614
46.58876,-1.64731,1078
45.35862,6.29978,1205
46.67277,-1.29234,2858
49.50592,0.41332,1193
48.81146,2.96921,1211
48.85029,2.14523,21539
47.022,0.60488,1126
43.39523,6.0375,1227
44.00961,3.1584,1048
43.70891,2.69184,2832
43.39873,1.26951,2351
44.72853,1.92529,1360
50.73302,1.70147,1591
49.97752,3.91792,2107
44.43252,3.21439,2126
44.97914,-1.07957,3410
43.92428,4.26322,1808
43.67507,7.22763,7732
45.34644,5.61435,2596
49.17289,5.88087,1623
43.53862,2.2627,5846
47.0138,-1.19795,3320
48.47298,7.21639,2738
45.52504,5.74073,1170
47.99974,6.86499,5096
48.51271,-1.66095,1062
50.49883,2.68121,2063
45.58829,2.7392,2162
43.39619,5.59307,5122
44.21297,-0.92062,2769
48.18404,-1.43843,3960
49.0,1.03333,2311
49.29329,2.1615,1309
46.56436,-1.45948,1162
46.95078,-1.19177,1683
45.84278,5.03639,2958
47.42095,-0.39723,1301
44.46355,4.21439,1602
45.75846,5.92866,1896
50.51915,2.56268,1759
47.08135,-2.0372,2296
47.04937,-1.26648,1252
43.59302,-1.42686,3633
44.54298,4.93403,1315
44.64496,4.36939,1395
43.52935,1.52999,3691
48.09895,0.15455,2995
48.13985,0.98163,1286
43.55071,-0.98446,1206
44.5668,6.19587,1821
45.57745,5.52873,1556
45.62829,6.449,2215
43.46106,1.24586,1501
43.73743,1.46985,1499
43.91887,1.36736,3253
43.69962,1.84585,1312
43.4763,2.63929,1831
43.78531,5.63446,1110
43.48166,1.66533,1016
50.53424,2.8062,6027
43.45238,1.39973,5208
43.08026,0.67178,1247
43.07957,0.38378,1173
46.88421,-2.11862,1922
48.11076,7.19244,2099
43.28433,5.48664,2461
45.9689,6.04187,4205
48.18297,-0.89373,1449
49.34731,6.2371,1086
48.07657,7.53489,1719
47.93101,6.96467,1055
48.47634,7.56718,1586
49.39386,6.27727,1952
49.33895,6.03898,3767
48.2548,7.39491,1587
47.791,7.32647,12690
48.676,7.85471,2026
50.95779,2.56068,1031
48.97132,7.04412,1527
47.76373,-3.23913,4477
48.3799,7.56816,1179
48.47265,-4.37419,1166
48.57128,-4.41952,1174
48.64541,-4.36594,2405
49.16682,6.96549,1024
47.68948,7.50323,3909
49.30887,6.33805,1141
48.13803,7.26385,2815
48.7911,7.83217,2000
48.99137,1.8476,3545
48.68333,2.38333,12376
48.55194,-0.50878,1071
48.22992,-1.03522,1405
43.61389,3.81056,12783
49.71984,3.2327,1300
47.82536,5.90193,1828
44.98764,2.42308,1827
43.2883,-0.38694,7041
45.4945,1.06398,1344
49.43324,0.81918,1748
47.43517,-0.10371,7328
48.77576,-1.56366,1517
46.04122,5.40855,1871
49.01375,2.70563,2195
43.20072,0.02326,3759
45.31808,1.32257,1130
47.86388,-0.28667,1232
47.4075,-0.4761,2412
47.71878,-0.39405,7007
48.41667,-2.33333,1416
43.56945,7.11309,60000
44.47951,4.23778,1559
48.795,3.27238,2127
47.74553,1.81115,1404
49.01068,2.04028,19087
48.66651,3.13036,1525
48.75909,2.16966,8383
49.06148,6.07925,1598
48.51005,1.54501,1884
47.62241,3.86217,1112
43.6371,5.63672,3500
46.76291,6.38838,1249
47.04562,2.98725,1516
47.49596,-1.42047,1834
47.34907,0.66513,37466
49.29145,5.77903,1095
48.78888,1.89898,5012
48.92661,3.13168,3742
47.9561,-2.54804,2756
45.31355,4.36158,1263
45.44636,-0.43485,4524
45.80823,5.0807,1235
43.82809,4.56327,2930
44.11603,4.89989,4195
43.94655,4.93286,1325
49.28952,3.81345,1928
47.52895,7.00323,1374
45.79638,5.04664,5750
48.82538,2.47458,18154
48.44363,5.14144,4439
47.98288,3.40096,11527
49.23333,6.01667,7064
45.61607,3.74542,1058
50.29658,4.10108,10964
50.31164,3.62872,1184
43.7573,0.45889,1063
48.12375,7.47578,1065
48.3356,6.68769,1169
48.3196,-1.21646,1682
49.3912,2.77809,2253
44.41705,6.72947,1026
46.68503,0.37179,6097
44.63695,4.25638,1124
46.21316,5.32579,1374
45.98134,4.7614,5839
47.55513,-0.2332,1468
48.66697,6.20269,10248
48.41797,-0.33742,1456
45.11732,5.75957,3904
49.15873,5.8764,8704
45.6816,-0.17329,4878
47.86316,2.12648,4237
46.41638,-1.57678,2368
45.49638,4.90847,2019
47.95959,-1.49938,5927
48.51352,2.27064,1962
48.20284,1.8802,1757
47.62116,-1.61443,1081
45.75221,5.11277,1254
47.19691,-0.86738,3130
43.66139,3.91222,5111
45.55763,5.91484,3861
44.92051,-0.36212,4317
46.21352,5.552,1822
45.33473,5.42486,1954
50.233,3.32058,3140
48.81568,2.38487,57897
48.88333,1.45948,2661
43.32959,-1.4055,1918
48.51536,2.34377,5650
48.60508,7.59372,2100
46.48849,0.31124,2995
49.80664,3.34427,1055
43.51345,4.98747,44373
48.82104,2.27718,61447
47.5267,5.10649,4082
46.94848,1.99362,14385
48.98994,1.79292,4469
45.54422,3.24901,15984
47.90357,7.25235,3443
47.62328,-1.45141,1937
50.67391,1.65445,1162
49.49832,1.15431,2375
45.80461,1.22621,8085
49.31604,-1.10384,3137
48.61705,-1.16993,3136
50.62328,2.45902,10067
48.37032,-4.21292,1064
48.24947,-1.95002,1523
48.58801,7.47837,1096
45.67313,4.82243,8869
48.49659,7.57439,1076
48.87284,7.4798,4098
47.97712,-3.282,2042
47.91995,1.82778,8001
47.4051,-0.92275,1503
48.09803,7.30308,4368
50.01239,1.49438,1475
46.93619,3.26037,3823
47.7742,7.35175,15457
48.52894,7.71523,27261
50.56144,2.83011,1281
47.6741,7.26607,2044
42.67083,2.62066,5470
44.59755,-0.37315,1214
49.32617,6.17953,2190
49.3199,1.14832,1549
43.15992,-0.23217,1026
48.74437,2.22428,9968
48.27358,6.39664,1107
49.14,-0.34899,9617
48.13042,-2.03603,3357
43.28935,-0.31199,3439
43.23339,0.00123,2643
43.12038,6.12857,50487
48.35864,7.57833,2250
49.49437,5.86677,3160
47.88351,6.98994,1017
46.34722,4.79676,1533
46.37299,2.47679,2445
47.60477,7.57782,6375
49.1086,6.97989,1431
50.48961,2.81232,3019
47.89319,1.70274,1744
47.59335,1.45333,1990
47.23319,0.25116,1456
45.0824,6.05878,1795
48.36439,-3.74614,1759
50.97187,2.44738,3275
48.12579,7.37735,1650
45.18619,-1.05789,3485
49.51259,1.07962,2472
50.69499,2.91518,8119
50.56284,3.00251,3703
49.299,-0.08153,1927
49.0735,1.36563,1378
48.92161,2.19263,31121
48.64407,6.17579,2425
48.79044,1.60007,3150
50.4504,2.53777,7622
48.8601,2.3507,27332
49.85,1.9,1489
50.36835,3.33707,2998
43.18842,0.08808,1040
50.26306,3.31358,1214
48.08106,7.3938,5358
49.41985,0.23294,8148
50.978,2.58372,3742
49.22071,5.99242,6971
49.12819,6.77066,9702
49.85031,3.36456,1493
49.73942,2.98574,1043
49.01162,6.96556,1109
48.11288,7.4208,1129
48.5582,7.64434,2900
49.86086,3.21509,1348
48.69763,7.78286,4347
48.62224,7.75549,10921
47.70389,7.2765,1973
48.75738,7.56769,3120
47.91131,7.4461,1030
47.59839,7.22222,1239
49.92262,4.08259,11133
47.58768,7.25299,2156
48.60578,-1.80184,1288
43.70184,-0.92679,1204
50.56674,2.6216,2209
48.46837,7.63859,1441
48.28761,7.56348,2244
48.51405,-2.66825,3943
45.66852,0.00415,1037
45.79654,5.29333,1082
45.63186,5.06284,4475
50.69638,2.28333,1327
43.64201,-1.08004,1236
49.14089,1.18813,1040
49.4065,6.15233,6922
47.57818,7.51911,2342
50.37349,2.0382,2790
50.88584,2.5351,1328
47.90146,3.62868,1813
50.44796,2.6494,6609
49.52047,5.78994,4438
47.21667,2.95385,1026
48.01835,7.32668,1624
48.73049,7.90535,4428
49.2213,-0.24348,1168
49.21088,-0.30653,24258
49.33655,3.91011,1250
50.11126,3.04202,1159
49.36032,2.24461,2407
49.28464,-0.31544,2785
50.57753,2.85285,2052
50.35557,3.45309,4025
47.44284,6.88242,4099
48.44848,2.76445,2842
47.57305,6.76139,10985
47.41299,-1.65234,4286
50.47287,3.52612,3930
43.5936,3.11439,1550
48.98994,2.1699,25153
49.01541,7.08188,1949
47.44909,-2.31722,4724
45.14012,5.79289,1239
47.60501,1.13934,1175
48.63244,-3.92727,1247
47.30333,2.52458,1847
49.4789,0.96367,1247
48.38537,-2.68304,1794
47.80479,-3.27812,14288
50.41359,2.96485,25371
43.35809,-1.7744,14415
48.56099,-2.37696,1354
50.65256,3.18681,19699
50.69783,2.24234,1748
50.37036,3.35918,1856
47.72669,7.22699,1284
48.65049,6.19512,6327
47.56299,7.52401,2894
48.3,-1.8,2076
50.72374,2.53729,23307
50.00458,4.70496,2101
49.32881,6.06278,15501
50.64089,2.54162,1475
50.35289,3.40389,3136
49.39645,0.77232,1172
49.89789,1.02884,2193
50.25077,3.92143,15540
49.35571,6.1926,15659
45.97794,5.60114,4096
47.36602,4.99375,1119
45.71559,4.39633,1244
45.25565,5.01904,1438
46.08834,3.44626,1072
47.19904,-1.43012,5290
45.25915,1.14839,1244
50.2183,3.47683,1704
50.3172,3.43599,2393
49.48982,5.80361,2891
50.60826,2.99143,15694
48.90123,7.97968,1965
50.25829,3.41695,2812
43.38394,-1.30523,6250
50.42472,3.38657,3248
50.44643,2.90481,13569
49.83766,3.31001,1839
49.22436,6.61459,1168
49.5066,0.19827,8286
49.00779,1.89389,1941
50.80414,1.82122,1030
49.84958,2.66812,1325
48.32754,-4.16133,1690
48.55985,7.61464,1472
48.60115,1.65137,2583
49.18014,6.64702,2790
50.88178,1.84338,1221
48.94798,-1.26417,1141
49.05942,7.0353,2587
49.74721,3.07301,5698
50.78628,3.12611,20171
50.71087,2.22629,1436
50.61334,2.9656,3872
49.99201,1.87649,1372
50.50776,2.79416,4436
50.47519,2.57458,5121
48.81557,7.79051,38721
49.24879,6.16374,9039
43.65893,-0.59172,4798
47.52497,7.47783,1050
48.08983,6.47662,2184
47.72975,7.41801,4534
43.5717,-0.92975,1470
47.40588,5.81226,1043
48.77334,2.07393,31989
47.86712,3.56341,1718
48.90648,7.66096,3710
48.9058,7.62915,1299
44.636,-1.06815,19184
45.04143,-0.18644,1607
48.63418,-4.4091,1938
49.90055,3.62801,6033
48.04974,-3.64491,2554
49.6566,3.05127,1802
47.82529,-1.8422,3281
48.29824,-1.72141,1557
48.43411,-4.40197,13755
48.56259,-3.15289,9023
50.86708,1.87025,5342
47.79731,-4.28462,3201
48.04271,-2.40505,1453
44.6595,6.64948,2409
47.91096,-2.46651,1170
44.93278,4.87372,11365
48.42702,-4.55978,7328
49.43714,3.96755,2226
48.63333,2.8,2639
47.92092,-1.86298,2645
48.55065,-3.96177,2138
47.96813,-1.79576,7142
49.00139,1.19305,2473
47.75283,7.09253,1229
49.25048,3.91024,1453
46.60357,4.06286,8486
43.42419,-1.60901,1370
50.35,3.15,4987
48.94388,1.73429,1990
48.03044,-3.09196,1500
48.85303,2.70495,1537
48.5173,-3.58895,1451
47.08703,3.20182,2486
46.17185,1.87166,15853
46.10346,4.77275,1165
48.82086,2.95969,2134
47.32829,-2.42934,16523
47.90404,-2.12031,6308
47.51939,-1.95679,2601
47.90731,-2.98032,1304
48.0421,-4.2055,1686
49.29945,6.20535,7409
48.06791,-3.20456,1289
47.63043,-1.8327,4963
48.18869,7.39706,1370
47.93788,-2.56491,2587
47.87626,0.12928,2734
47.91667,7.2,12548
50.61162,2.48895,1299
50.59583,3.20777,1228
43.10759,3.08651,3271
45.78897,6.05648,1365
49.55466,0.48684,2788
41.87097,8.96403,2628
49.06835,7.21914,1177
48.98561,2.34736,7902
46.5405,-1.61504,1344
49.15808,7.02413,3433
48.15967,3.26345,1232
47.63887,-3.4543,2429
46.01008,6.16983,3171
46.22213,5.60775,1011
50.38444,1.61474,1472
48.68538,2.66781,2200
43.8292,1.29673,3119
43.27329,6.52171,4122
44.39508,4.92954,1826
48.65412,2.39343,24940
45.60843,4.78976,8331
45.65122,6.37795,1957
44.38788,-0.04382,1148
44.41967,4.90785,1443
48.63591,7.66923,1142
48.50296,7.53027,1822
48.7537,7.81403,2831
46.25619,4.84856,1785
48.31754,2.68848,1347
47.60282,-0.68165,1383
45.74736,4.69037,4369
48.7412,2.73105,7831
45.59898,6.25358,1128
45.72311,5.92522,3380
48.53542,7.43251,1441
43.75844,5.88351,2045
45.17869,5.71479,158552
48.49272,7.32239,1222
50.44962,2.75168,6491
45.66347,5.08031,1286
43.77706,-0.42968,2476
43.77128,1.29282,6486
43.4331,5.54449,3737
47.43932,5.57252,1133
47.44575,5.59215,7402
49.0531,1.16962,3954
43.85051,4.77361,3331
50.98651,2.12807,13137
43.76688,1.98938,13057
43.7236,1.43234,3406
43.65783,6.92537,47581
48.83792,-1.59714,14289
43.60862,5.0629,3999
48.14517,6.79095,2492
44.73255,4.92203,1693
49.66547,1.94088,3013
47.53929,6.971,3092
46.0378,4.47526,1090
43.71667,4.16667,2527
49.37218,2.65216,1538
47.72387,-1.73265,2156
50.99961,2.10784,6188
47.19763,5.90079,1440
51.0154,2.29975,23213
49.35563,1.00647,9569
47.52674,6.82604,5347
47.75862,-2.84555,4528
49.38333,-1.03333,1920
43.76233,5.5886,1164
44.77942,1.72469,3892
49.13936,-0.53046,1010
49.74773,0.64048,1068
43.68091,1.58461,1615
44.77362,-0.61395,24385
48.55604,-3.1853,2549
47.14371,1.84733,1556
43.648,3.80144,6107
48.00633,-1.84667,3291
46.19192,2.23889,1410
50.05606,3.12351,1284
50.31139,3.05657,1308
49.09611,-1.57908,1722
49.18705,2.41439,9526
48.86007,2.69074,1132
49.01367,2.46595,30047
48.86223,2.58452,6073
49.48285,1.72471,6449
48.1395,-3.6077,5005
44.73576,1.38071,5342
43.07092,0.57482,1754
43.86297,5.2439,1381
48.16948,-3.97276,1033
48.45297,-4.46495,6388
47.91071,-4.11525,2396
48.60413,-3.01898,1521
44.21509,4.46631,1031
48.22725,-3.17994,1081
48.48539,3.29336,1582
48.24666,-1.46534,1499
50.50622,2.58904,1215
49.05236,6.00072,1424
48.41161,-0.81287,3040
47.10112,-1.30267,3087
43.9129,5.19892,2242
49.53487,5.68487,2187
43.78678,7.44375,1201
44.45,0.3,1626
49.6395,0.22245,1165
50.56061,2.57277,2257
43.32036,6.28929,3636
48.98693,2.44892,26758
43.88499,0.23652,1049
48.69373,5.96467,2270
48.51366,5.51058,1397
50.54469,2.98378,3994
45.34428,5.97896,2084
50.27155,3.70625,2065
48.67837,2.13792,1954
48.67219,2.12868,1053
48.19764,6.43966,8623
49.42614,2.03621,1196
50.31667,3.1,1117
48.97778,7.3796,1810
48.95,7.76667,1097
50.79399,2.64456,1977
49.64566,0.36593,2335
48.8322,2.3561,181271
48.22288,-3.39526,1535
45.98916,4.69708,8749
46.78202,4.74262,3741
46.67131,-1.88561,1400
45.59063,4.76878,18198
50.13796,4.82545,7448
50.3908,2.7732,2114
49.28178,1.7801,12363
43.76221,1.77556,1089
44.58333,-0.08333,1122
47.74272,6.82733,3294
49.17076,5.91448,1191
43.26824,2.87243,1129
43.67088,5.84911,1067
43.62638,0.8764,2852
45.65917,6.35096,2736
45.39251,5.29413,1024
47.0474,6.48257,1310
43.84976,7.16346,1302
43.39287,5.23586,9146
43.65207,3.55096,5025
43.50028,3.71167,3977
48.68333,2.13333,23541
47.27847,1.66943,2214
45.17997,5.78935,6299
47.69332,2.63094,15966
47.98539,1.83816,1580
49.18158,-0.28386,4802
51.05275,2.52642,3110
42.01582,9.40507,3515
46.33323,6.05766,9177
47.22614,4.96806,3356
48.22129,-1.79141,3287
48.72415,7.75188,2364
47.07584,-1.24978,3326
47.80339,-3.44479,2403
47.18179,-1.10917,2471
49.82143,4.82926,1114
45.82581,3.14473,9382
48.38215,7.70395,2942
46.87557,4.94527,2462
43.05528,0.16698,1170
48.49618,6.51075,1443
48.07346,6.87787,10084
43.25296,-0.05201,1777
48.81294,2.3417,15939
45.65054,-0.25287,1687
48.93333,2.3,42294
47.3401,-0.23149,2138
47.24203,5.22415,5453
45.08413,5.08133,1958
44.8587,-0.25739,1471
47.18333,1.1,1526
43.72834,4.34846,3488
46.58119,4.23619,1442
50.53122,3.21651,2762
45.89681,4.84091,4729
45.73131,5.00211,12878
45.56947,-0.6746,2542
43.29751,5.62843,5727
43.28319,-0.37117,3728
45.76947,2.76309,1032
48.51603,7.64825,7410
48.63264,1.77149,1219
48.91108,-1.35059,1524
45.04261,-0.39658,1020
49.82765,3.27371,5676
43.75951,7.17574,3732
48.46973,1.53843,1189
43.22882,6.58549,2949
49.09184,1.60336,3093
43.7682,4.42849,4019
48.70489,1.33706,1028
43.56079,-0.27182,1251
43.71076,1.56036,1072
48.96791,2.39781,39847
48.98802,1.81176,6952
43.90196,5.35814,3159
43.32833,6.04616,5268
48.91116,1.43836,1825
43.39073,1.68406,1111
44.83629,0.33259,1501
43.45491,5.46913,21140
47.04786,3.09625,3887
48.84226,2.18232,18930
45.62642,0.26265,1548
48.82271,1.75512,2381
44.55858,6.07868,42715
46.09987,3.19842,6096
43.93419,3.70797,3997
49.27133,6.12536,2502
43.22852,-0.38713,5373
48.69209,7.88286,4071
48.77351,1.67196,2166
49.98615,1.55624,3137
48.79657,1.79414,1099
48.52622,1.69307,3625
44.99138,-0.27234,2665
49.51845,0.26164,2418
49.16104,1.34016,6818
49.65371,1.61547,1496
46.1853,6.20693,11660
45.32506,-0.95512,2092
43.25472,1.47118,1123
43.9016,1.89686,12600
48.88333,2.53333,38134
43.6999,1.37535,1832
48.13264,-2.22185,1486
48.79344,0.29624,2163
43.98583,0.01072,1558
43.45578,5.56149,7845
47.14372,2.42953,1977
42.65847,9.41446,4337
48.61129,7.561,1061
44.49898,0.96725,5816
49.99132,4.70771,4650
48.93816,2.93655,1117
50.51501,2.13292,2862
43.51482,1.32523,6418
48.75994,6.13036,7119
47.62078,6.18831,1260
47.24451,-1.93557,2463
45.64487,5.19701,1852
43.84033,1.38852,4397
43.44775,3.75524,22251
45.63335,6.31168,1732
46.25276,-0.53833,2753
44.92402,-0.27226,1027
48.29756,5.14586,1667
50.12333,4.85952,1137
46.86921,-1.75908,1001
47.82121,6.41523,1959
45.27377,5.92098,3522
50.08602,1.5456,4852
48.69966,4.59153,1778
49.15,6.78333,14507
50.27608,2.28725,4077
50.55745,3.13668,3048
50.91729,1.82505,1229
47.87589,6.78589,2219
50.06838,1.57816,2400
49.94757,3.41841,3013
50.43382,3.57752,7573
48.75568,2.32241,24803
48.28171,0.02148,2443
49.05216,2.20528,2399
49.04832,1.60168,3634
50.71667,2.93333,2361
48.17215,7.19167,1371
43.43325,6.73555,53098
43.88094,2.23151,1143
47.54858,-1.12274,1045
46.85641,6.1594,1696
45.99291,4.7782,2023
47.23055,5.92869,1844
46.02,5.9322,1779
48.98333,2.23333,34284
48.78647,0.84962,1240
45.73637,4.76358,12053
46.0744,4.8092,1090
48.1866,6.99787,3029
45.38838,4.26373,3982
47.14857,5.76051,1274
47.66667,6.75,1070
46.53333,-0.68333,1283
48.88693,2.06367,4433
44.44857,0.15838,1254
43.6945,4.60932,2791
50.58497,2.88793,1997
50.01532,4.04784,14151
47.01667,3.08333,4874
45.98839,-1.09336,4127
50.42842,2.91321,7008
50.51534,2.60999,1182
50.51885,2.60024,1045
44.24029,0.64516,5055
48.1582,-1.57915,6737
48.4747,-0.97354,1646
47.88542,6.40454,4242
48.35157,-1.19961,23719
48.68385,5.78735,2805
47.89342,-4.0124,8722
47.08094,5.45503,1827
49.84682,1.56899,1072
43.43774,4.94457,17317
49.09808,2.50957,10543
48.08825,7.4505,1015
51.02899,2.30724,3845
50.33955,1.55984,1158
46.23622,-0.40967,1406
49.64928,1.73106,2272
49.61391,1.54449,3775
48.62942,2.10264,3694
50.63341,3.18939,1594
43.95927,5.77945,4729
43.33618,6.08346,1800
49.18848,6.89255,21358
43.72806,4.70953,3332
42.50552,2.04011,1889
49.35597,5.9925,3250
47.18252,0.04897,1497
43.5535,1.19142,3266
48.70647,2.87047,5047
48.10365,2.77542,1529
48.85442,2.48268,52075
48.61962,2.15276,1797
49.09346,-0.35294,1530
48.81253,2.04863,12611
46.46671,-0.80624,16316
49.05371,2.45156,1806
48.79325,2.29275,24680
49.55993,0.18391,1069
45.77196,-0.59141,2100
45.30149,3.76366,1308
45.2528,5.66308,2642
45.83572,4.8449,7129
45.8442,4.85305,2873
46.84905,4.77036,2166
50.16681,3.15812,1693
47.85592,6.33482,1477
47.34238,5.02007,9234
49.81182,0.85095,1025
46.53136,0.26226,3316
49.56451,1.16391,1492
49.536,0.14625,2640
48.4727,1.31417,1100
49.146,-0.45522,1762
48.40908,2.70177,19717
50.1325,3.37667,1130
45.19275,5.68821,24588
43.539,1.22882,7745
47.4035,0.59686,9684
43.6783,1.4344,2914
49.07732,6.68358,4777
49.02194,1.71331,2021
49.14756,6.89482,1439
49.54334,3.29119,1500
42.96535,1.60705,9860
46.3715,5.17525,1705
47.17618,2.16257,2053
43.59273,1.56259,1703
43.38417,3.46712,4428
49.32373,6.1212,10758
44.32626,3.59276,1921
44.83061,-0.52675,16497
49.72216,4.92947,2462
47.95,3.86667,1158
49.69875,4.77171,1272
50.01465,2.08095,3104
48.96523,1.87314,2328
50.41667,3.18333,5567
50.50281,3.46495,1559
48.62495,6.20325,2680
49.14851,-0.37508,4457
49.36176,1.35599,1995
48.6373,2.36378,9241
47.93328,1.91811,21085
47.86672,3.44908,1053
49.04181,6.19329,1164
43.23095,3.13745,2713
49.25901,2.58385,1901
45.86095,4.84633,1361
46.19219,4.69747,1266
47.31182,4.85911,1297
50.65061,2.83305,2556
43.8494,0.66298,6564
50.00202,2.26119,2174
50.3979,3.06038,5669
48.73722,-0.57466,17430
45.66514,0.09346,3079
43.53396,6.3966,4290
47.69547,7.31484,1312
49.71299,3.1915,1529
44.2889,2.60513,2019
48.56567,6.18878,1932
44.74777,4.67434,1149
43.36856,6.22154,2681
49.53274,-1.8656,1722
49.39113,2.4307,2533
45.54744,5.56194,1390
49.30773,3.68607,5395
45.38956,4.2886,17902
44.54106,2.30764,2678
43.91335,1.2212,1005
46.15944,6.34237,2702
47.89861,0.12502,1135
44.60894,2.03155,11491
43.56882,6.49722,2424
45.67287,4.85894,9539
45.81004,1.33107,5437
45.73337,4.22755,7901
50.05982,1.60465,2429
49.64677,1.84784,1638
50.29439,2.84335,1184
48.87002,1.97402,2976
46.35582,6.54829,1269
50.5425,2.73593,1147
