lat,lon,population
50.07433,17.09052,1949
50.28537,15.02049,1375
49.7447,16.92892,3098
49.66919,13.44833,1421
50.59328,13.65729,3762
50.53062,15.37341,5957
49.08468,14.71727,1660
50.21174,12.63267,1138
49.40462,16.41359,1300
50.186,12.75405,3050
49.99486,14.15785,2040
49.85318,13.98126,1322
48.96207,14.45146,2793
50.6042,13.61812,22387
49.70121,17.07615,10062
49.86809,16.31298,10146
50.53348,14.1318,24489
49.01597,14.60838,3989
49.16425,16.56146,11538
49.20711,16.69484,24563
49.33933,16.55313,1135
49.29051,17.92177,1403
49.38394,16.80583,1195
48.90495,17.46171,1437
49.52721,17.58594,7955
49.55418,15.54465,1020
49.69472,13.25693,2311
49.20303,18.0513,1873
50.00786,17.6264,1088
49.56423,18.16898,1335
50.16819,14.05458,3555
50.00956,14.46196,5540
50.75854,14.04071,1772
50.40626,14.04439,3627
50.27417,14.5024,2442
50.12677,15.1782,1310
49.62417,18.07431,1756
50.19198,14.49357,3301
50.56886,14.28906,1401
50.76711,15.05619,102951
49.92415,14.48062,1630
50.10819,14.47457,36151
50.19778,14.36385,3604
50.12887,12.55249,590
50.37542,15.21684,1648
50.57539,13.8656,2123
48.99479,14.1498,2127
49.921,14.2552,1701
49.54709,16.57357,7124
49.17726,16.95913,1377
50.0358,16.49879,6195
50.13333,14.51667,21702
49.86879,16.92748,1246
49.52055,17.93004,1965
50.37516,13.7659,1298
49.29144,16.57874,2016
48.79992,16.80339,2355
48.93329,14.61886,2544
49.69517,15.27772,6048
50.01058,12.62474,1647
50.42874,15.58269,3674
48.72443,16.96695,3637
50.12471,13.95041,2262
49.91217,16.6119,9847
48.80539,16.87206,1261
49.75324,13.4862,1121
50.11893,12.53027,4527
49.01018,17.12253,10645
50.09729,14.5477,10031
50.05726,14.68411,2081
50.2125,16.26323,1349
49.24223,17.46974,2282
49.94839,15.26816,21642
49.29852,16.53144,11860
49.12119,15.19028,1484
50.12927,16.49996,1009
49.50645,16.51722,2891
50.01364,14.48341,10091
49.04499,17.47011,5452
49.63377,17.98965,1811
49.79455,16.62763,1191
49.5507,18.26113,1995
50.17437,13.4266,2431
50.68449,13.85815,13687
48.98901,16.91027,1230
49.7724,16.02674,1352
49.29785,17.39312,27917
50.08967,17.70385,22518
49.72914,18.23541,2356
49.68841,15.85207,1630
49.38858,16.1096,1832
50.26449,15.13782,1351
49.48762,18.00321,2161
50.52259,14.2145,1371
48.99986,16.71989,1305
49.14216,16.82932,1738
50.031,14.66851,1057
48.90497,14.30568,2989
50.0416,14.44573,27344
49.93203,18.00472,6787
50.91303,14.50999,3666
49.60461,14.27742,1091
50.32372,12.51747,7159
49.94981,14.03445,5805
50.24107,14.31149,17373
50.07438,14.44367,48805
49.22522,16.58987,24212
49.98192,13.48747,3526
50.08384,16.76054,4097
49.46296,17.18048,1427
49.19895,16.20224,1010
49.9128,18.15584,1808
49.5904,18.25656,2852
49.99389,13.54107,1374
50.43821,13.05388,1320
49.5176,14.27809,1465
49.40255,13.00208,1140
50.00306,14.97703,1772
48.74685,16.97869,1864
49.51398,17.05824,2851
50.12267,16.21319,6184
50.22653,14.58552,4462
49.99403,14.85922,4156
50.65507,13.75554,2700
50.57165,15.40403,1671
49.65414,14.47173,1356
50.4385,14.93,3822
50.06708,14.36328,16145
49.10639,17.16433,2900
50.75926,15.36532,1014
49.59947,18.1448,23424
50.33085,15.27029,2231
49.5903,16.88911,2664
49.65811,18.52777,1119
49.21967,16.55236,7228
49.8065,13.85636,2418
50.06257,14.64265,1626
49.29895,13.439,1388
50.02806,15.1998,33444
49.49482,17.37544,1099
49.35179,17.30207,6397
49.19449,16.54146,11597
50.48694,15.79812,1499
50.12366,14.45209,27030
48.93286,16.89159,1966
49.98548,18.05212,3228
49.23604,16.52739,1066
49.09855,17.51671,1089
50.48917,15.03829,2331
49.27078,15.67216,1455
48.88666,17.39546,1050
50.29401,13.98748,1001
48.99609,16.86298,2476
49.78809,18.12585,3779
49.43484,12.81473,1270
50.17599,14.41148,3938
49.39552,13.29505,22763
50.3886,13.18342,14068
49.96762,12.87623,3034
49.71498,12.98232,1419
50.14734,14.10285,69664
49.47844,17.81533,2673
49.39077,13.03968,4985
50.13333,14.55,7216
49.89313,13.38295,3053
49.27348,13.83035,1338
49.14289,13.55616,1562
49.4627,13.7406,1320
49.854,18.54169,48637
49.35128,18.24006,2916
50.23271,12.87117,45500
50.10564,17.44563,1128
50.09272,14.44711,12261
49.18478,14.85315,2221
48.73881,14.49449,7531
49.26371,16.71452,1120
48.89753,14.44638,2694
49.86299,14.50339,1598
50.12697,14.01809,1616
50.77359,14.47287,3982
49.30303,15.07519,4148
49.90151,14.58242,3011
49.36659,15.78023,1760
48.81082,14.25859,1870
50.38333,13.26667,18759
50.16261,13.98815,1226
49.20885,16.55279,4379
50.78191,15.23146,1024
49.754,18.13063,1461
49.48553,14.5276,2048
50.11578,14.69923,3253
50.49979,13.44769,19240
50.99514,14.5691,3926
50.05042,14.37835,7556
50.03275,14.26868,2350
49.14404,15.00301,22812
50.25184,17.51903,1504
49.78624,13.97867,2524
49.63719,16.22632,1207
49.89545,14.49333,5262
50.76082,14.10383,5307
50.6089,15.50653,5777
49.3961,15.59124,50108
50.43723,15.35162,16328
48.98736,15.98992,1162
49.6322,16.71125,2822
49.61194,17.90526,1898
50.22937,17.20464,10456
50.09703,13.46948,1635
49.96814,14.5135,10460
50.0873,14.21482,1315
49.01898,15.56994,4311
49.27172,16.59528,1112
49.34453,16.75595,2999
49.661,16.30608,1010
50.39077,17.00272,2574
49.18989,15.06734,1067
48.75657,16.23351,1267
49.09408,15.89331,4087
49.62556,16.75185,1242
50.3562,15.92136,12831
50.77204,15.16913,1531
49.34515,13.21813,2049
49.62141,18.40602,1693
49.11626,17.42788,1708
49.9151,17.684,1054
50.35846,12.93465,3143
49.57672,18.76458,5782
49.38355,17.95021,2004
50.76528,14.76052,3704
50.02964,16.60059,3147
50.72431,15.17108,46209
50.70347,15.42959,1968
49.26422,16.56549,1869
49.30542,17.09343,2978
49.10144,16.37752,9898
49.99072,14.05055,2042
49.24848,17.75163,1075
49.53053,17.86994,1748
48.94085,16.73762,5913
50.17374,14.37508,1573
49.05496,13.98697,1339
49.54152,15.35932,10914
49.31689,17.46374,6414
49.62381,18.22189,1924
49.96096,13.97063,1220
49.03863,16.59429,3528
48.82991,16.40271,3309
48.79272,16.97404,1633
48.90784,17.41697,1168
50.3094,12.8718,1721
49.1077,16.06067,1784
50.47968,16.1823,6516
49.84907,13.44146,1018
49.95946,15.91054,1899
50.65919,13.72676,2020
50.13595,14.16446,2159
49.01893,14.47857,1560
50.30459,12.17577,2070
49.54796,17.73469,17969
49.86828,14.40935,1320
50.85279,14.84455,8001
49.71316,13.65296,2897
49.61661,18.7372,1753
49.26127,13.4985,1347
49.71143,16.48058,1584
50.20923,15.83277,90596
49.87042,17.87843,5255
49.88249,18.05483,1184
50.17866,14.51789,2571
48.95493,16.99346,2232
49.30365,18.06062,2351
50.11439,14.20128,1619
49.55971,12.77147,1299
50.5877,13.80803,1240
49.82526,14.0456,1491
50.48859,14.335,1473
50.08158,14.25856,8777
50.04862,14.5244,19161
50.54066,15.72334,4151
48.95006,16.25931,1488
50.09283,14.55822,1729
49.35467,17.86944,2036
49.52965,12.94405,4905
49.83597,13.90268,6431
50.13173,14.33879,2212
49.75177,18.4829,4134
49.7978,18.48189,4320
48.76124,14.73502,1560
49.92138,16.33948,1742
50.13863,12.80758,5818
50.1121,14.61036,14296
50.4244,14.38993,1141
48.76736,14.03257,2278
49.41213,17.45879,1676
49.90845,17.21112,1009
50.05,14.56667,15303
49.18121,18.06099,1379
50.57309,13.54717,1963
50.04901,16.08396,1811
49.97053,16.60772,1016
49.32026,15.32769,1866
49.84012,13.35558,4463
50.60826,15.57146,1798
49.74965,18.43677,2564
49.96682,17.60262,2460
49.43216,18.28859,2420
49.64009,17.2107,2679
50.36609,15.63183,8476
49.32069,13.701,5727
49.22589,16.74969,2908
49.59361,13.10129,4659
50.20309,14.29284,2176
49.77598,13.69246,1485
50.06601,15.9859,6219
50.10468,14.44946,37664
49.33331,17.57832,11616
49.99843,17.80847,1366
49.53856,18.02367,1699
48.84893,17.13244,23517
48.8368,16.16337,1648
50.02346,14.41415,3584
50.66586,15.08985,2659
49.6825,18.54143,1492
49.57205,17.17954,1903
50.00299,18.00829,1028
49.63809,17.27739,1089
48.98805,17.52744,4424
49.89795,18.19196,14228
49.05225,14.43427,4682
49.61783,17.39436,4207
50.04364,14.40162,23461
50.10621,14.53723,14074
48.77399,16.7623,1315
49.76213,15.90756,10411
48.75209,16.38131,1366
49.94707,15.66492,4841
49.70679,13.10069,1794
49.96686,14.57491,1167
49.68891,15.99431,1269
49.53083,15.45708,1080
50.8772,15.18168,2751
50.15634,12.27238,1583
49.6069,15.57937,24356
49.77984,18.43688,82768
49.94644,18.23931,2539
50.77209,15.43141,1388
50.08049,16.93641,2889
49.17102,17.47156,1701
49.3174,18.14749,2367
49.89856,18.0954,3322
50.63081,13.71258,1353
50.03611,14.52672,22059
49.75603,15.48486,1305
50.18297,12.55054,5337
49.53841,17.30887,1385
49.81626,15.47686,2821
49.71238,17.90319,5472
49.2852,17.68346,3834
48.66094,14.16564,1355
49.5928,18.35967,9835
50.92139,15.07974,7379
49.68333,18.35,53590
49.66677,18.22321,2353
49.54835,18.21078,10554
50.12033,12.35174,5607
49.20174,18.11175,1465
49.77735,13.4915,2112
49.83332,17.54762,1518
50.60376,13.74621,8695
48.97619,14.36038,1141
48.91694,17.09004,6202
49.48249,17.27723,1485
49.82806,16.96266,1082
50.68558,13.78561,7591
50.54034,14.54023,1753
49.49104,17.13404,1676
49.46931,16.54223,1377
49.2763,16.95146,2225
48.85746,16.48586,1676
49.1428,14.34596,1392
49.42594,17.59204,1460
49.33183,16.47798,2103
49.57856,17.07701,1810
50.10742,16.26131,1926
49.43664,16.62937,1333
49.85873,18.48018,1744
49.44049,12.92976,10944
49.00167,17.28476,1020
49.46667,17.06667,1089
49.56876,17.41393,1235
49.89732,17.77969,1143
50.01794,12.55101,1204
49.82562,16.25461,1963
49.54597,17.53547,1138
49.93506,16.97107,1278
49.92721,16.29401,1729
50.16462,12.64507,1337
50.02927,15.96774,1899
50.98251,14.28684,1941
50.87988,14.59503,1199
50.0876,14.57199,2157
48.96837,17.58585,2866
49.89876,18.42815,5326
49.36099,16.35871,1111
49.84236,18.09241,1308
49.07011,16.46492,2403
48.65642,14.45221,1235
48.85447,16.59283,1717
49.99273,16.49766,2597
50.14633,14.44848,5035
50.2611,15.96107,2255
49.97954,16.56475,1371
49.34449,15.45655,1173
49.17086,14.58127,1473
49.96321,14.4585,4735
50.43825,15.12812,2275
48.85861,17.02859,3076
50.00996,16.90433,1258
50.39313,14.45024,1546
49.92101,18.10835,4314
49.45498,18.19419,1805
49.64987,17.3224,2961
50.56471,14.65553,5025
50.119,14.04782,1156
48.84834,16.08218,2418
50.29201,16.16001,7085
50.36933,14.96233,2954
49.47833,15.64992,1913
50.37009,13.79473,1329
49.71566,13.68681,1110
49.78113,14.16717,8828
49.92749,14.27469,3772
49.98161,14.57826,1339
48.97158,14.53276,2652
49.66039,18.49226,1047
49.65482,13.29307,5779
49.67383,18.41393,3032
49.9404,16.42329,1310
49.78849,14.87579,1367
49.89412,18.46079,4511
50.75987,15.30284,3481
50.10079,14.39071,23401
50.78215,14.21478,46376
49.89218,14.40037,1765
50.02844,15.91244,1797
49.93592,18.22213,1210
49.03828,16.91757,1485
50.24779,12.89581,1880
49.08154,15.43727,7157
50.77668,14.63298,4534
49.11503,13.82906,1616
50.48418,14.02839,1323
50.37225,14.39813,1028
49.9456,15.33505,1311
50.13757,14.43279,6586
49.46557,14.06922,1045
49.52346,14.42757,1066
49.40677,14.81122,2472
50.06072,14.22695,4965
50.02736,14.07398,1839
48.85401,14.21114,1244
50.03443,15.41846,3223
49.38918,17.71149,1644
49.98664,18.11656,1315
50.00604,14.15222,1083
49.95109,15.79558,23630
49.95553,15.99143,1208
49.35644,17.36451,5172
49.13186,16.65373,3121
50.86079,14.48444,1453
50.81693,14.96884,6051
50.04604,14.26131,1180
49.90205,15.93396,3186
49.7932,13.49358,1925
49.47803,14.67695,1783
49.65408,13.20271,2688
49.76849,18.56912,1411
49.72072,15.67018,9849
50.46048,13.41779,46771
50.03669,14.50444,50043
49.89321,12.73014,1793
50.24018,12.74551,12609
50.00161,16.22303,8641
48.96235,14.92799,2183
50.1544,15.46026,5292
50.69972,13.93964,4170
49.63256,13.31323,2383
49.95942,17.96748,1068
50.07963,12.37392,32808
50.67318,13.94184,2329
49.74613,18.62613,25750
49.06835,15.32437,1004
48.81091,14.31521,12797
50.66054,14.99617,2698
50.0742,14.86081,7487
48.76851,14.96368,3479
50.2868,16.04428,1603
48.97447,14.47434,93426
50.25736,17.22805,2554
49.90436,16.44413,15010
50.39467,16.04276,5402
50.68551,14.53764,36815
50.7978,14.41767,5475
49.28008,16.5654,1010
50.0697,14.16591,1654
50.47626,16.09289,8441
49.72068,17.07773,1445
49.97822,15.20856,1617
50.04029,16.74268,3180
50.31863,15.87403,1253
49.18232,16.63716,6692
49.37265,14.96089,1863
49.81613,12.88381,1097
49.96008,14.31979,7712
50.26265,15.92254,2469
50.36138,13.84521,1423
49.41361,16.5814,2110
50.07127,15.07203,1924
49.85293,14.70299,2923
49.51626,17.09379,1329
50.16038,14.75005,12474
49.54873,18.33759,2152
48.90592,16.9423,2527
48.94653,16.96511,1232
49.55096,17.03767,1129
49.62403,15.04824,1410
49.46798,17.08381,1584
49.31324,16.47791,1978
50.1291,16.18128,1614
49.91099,15.38972,10025
50.15128,14.52393,8807
48.97336,17.26685,4315
49.39924,17.67401,8002
49.52295,16.26147,8996
49.73213,14.6674,3993
49.63657,18.72038,5076
50.01168,16.619,1084
49.62846,16.34679,1681
49.22645,16.5303,22685
50.62867,13.86419,1840
50.13243,15.91116,1115
50.31044,14.61136,1170
50.15594,14.18897,3995
49.55114,18.82683,1364
50.16632,12.57265,1808
50.40427,14.12591,1964
49.79511,17.62969,3159
49.27138,16.00383,1168
49.14896,17.00191,6891
49.08627,17.33852,2487
49.7001,18.2221,3620
49.98844,17.4647,15037
50.0153,17.74958,1464
49.30695,15.67642,3744
50.45423,14.14525,1326
50.58566,16.33181,8254
49.48419,17.33825,1972
49.36977,17.08931,1477
49.19522,16.60796,379466
50.72919,14.70338,1358
49.62735,16.52202,1405
48.92987,14.21857,1039
49.91167,17.37107,3698
49.64418,16.51799,1518
50.14557,12.64996,2826
49.79158,17.86556,1307
48.92543,17.73986,1109
49.12138,17.58034,1559
50.40185,13.42118,1220
49.55763,13.95063,3662
49.18643,17.66277,1136
49.2816,16.74952,1144
48.81928,16.56748,1539
48.75897,16.88203,25789
49.837,13.57833,2055
50.06351,17.62911,1215
49.88797,17.88289,1077
50.03498,14.41518,17777
50.00194,16.28528,1435
50.18709,14.66326,20313
50.18923,14.16199,2300
50.54295,13.70017,1172
48.83687,16.28875,1436
49.70426,16.89288,1490
49.05351,16.83676,1071
49.17531,16.52739,2422
49.48751,16.65997,12508
48.92371,14.43461,2105
49.06254,17.35084,2239
48.8986,14.64227,4184
48.98983,13.65986,276
50.09777,16.09326,2152
49.42504,16.59119,1302
48.91302,16.85306,1297
49.02339,14.50088,1157
49.71159,12.77516,4025
49.95172,18.08358,4186
49.03864,17.81487,4742
49.65551,13.94389,1544
50.49316,14.15048,2544
50.31263,16.08858,1027
49.94232,18.12866,1786
49.66301,17.28693,2534
49.16734,16.57751,11961
49.90411,18.35755,20315
50.13333,14.41667,16444
49.47921,15.87582,1074
50.14872,13.05227,1973
49.9408,16.92849,3155
49.05497,16.6445,2040
49.5822,13.54009,3901
48.99976,15.83482,1235
49.5,12.98926,1029
49.16569,16.78611,1076
48.94714,17.46401,1900
49.42489,13.88176,6669
49.36304,16.64446,20002
49.24708,16.67247,3725
49.09965,17.54961,1634
49.75639,18.01581,7411
50.54854,13.77535,14497
50.44465,15.74101,1345
49.70953,16.97507,1091
49.96382,14.072,21521
49.36889,14.38101,1260
50.74159,14.31239,3526
48.7294,14.62737,1259
49.78162,14.68697,17043
50.66633,15.54816,1142
50.29085,14.82343,7879
49.5912,17.80654,1630
50.50121,14.80418,4804
49.59115,12.71761,1812
49.44826,17.16643,1153
50.44972,13.71784,2072
49.29523,14.4681,4815
50.41615,14.34092,1150
49.12184,14.07893,1401
49.31425,15.39465,2437
50.20514,14.4773,3068
49.64584,18.37233,4032
49.66884,18.05461,1596
48.98801,17.71752,2178
50.4823,14.94149,5355
49.2833,16.69613,1462
49.12167,17.48075,1754
50.22387,12.19499,12684
49.25323,14.30283,1021
50.13979,16.06437,1063
49.78645,18.52444,3808
49.30162,16.65253,4616
50.36874,12.81826,1315
50.0756,15.67978,3274
50.10475,14.57974,22466
50.04644,17.39944,1362
49.19343,16.60712,86685
49.20655,16.66317,11202
50.22766,17.14039,2047
49.72082,18.44776,1181
49.65707,17.92703,2850
50.06509,14.41711,1913
50.16396,17.19653,1710
50.38711,16.10797,1225
49.09177,18.02238,5400
50.1011,16.99438,1091
50.18662,14.95553,1914
50.61287,14.78945,2220
49.61362,18.36177,1081
49.30315,18.09067,2174
49.21629,17.80499,1546
49.81763,17.18788,1974
48.83001,16.06061,1864
49.71242,18.52876,1101
49.27621,16.88107,1351
49.61313,17.19132,2009
50.36383,14.25003,1108
50.36109,14.12805,1886
49.42906,18.21767,1974
49.96672,14.47614,1415
49.91293,14.41412,1457
49.1745,16.6228,7594
49.66795,17.31613,2302
48.97575,17.08837,3549
49.87612,17.0832,3254
49.75282,18.48901,4877
49.56618,15.89788,1587
49.92014,16.32163,1845
50.62024,15.65605,1789
49.80484,13.42153,3494
49.57268,14.53262,2979
50.84858,12.08635,4537
50.35103,12.42241,1541
50.63027,12.80999,11547
51.46467,12.26844,1167
49.72389,8.61084,7291
49.01693,13.23765,10327
48.23396,9.46232,2148
50.72724,12.48839,98796
51.21872,12.33008,8905
49.25639,9.51806,1716
49.24686,7.36977,35221
49.29636,8.82254,2083
53.97709,13.54855,1274
48.40014,10.59917,6384
48.53104,10.63562,1290
53.86429,11.61434,1421
50.86781,7.04714,11671
50.69447,6.65414,20208
51.4793,12.35893,2412
51.71585,12.39998,2936
50.56667,12.65,5944
50.74818,13.07691,11705
51.61087,12.26755,1852
51.46709,11.87058,1600
51.33576,11.96969,1613
51.5,12.6,3373
51.13828,12.81848,3763
52.216,13.44909,17138
51.35802,12.11652,1074
49.89,8.22472,3559
48.08433,11.82446,8581
51.63333,10.63333,1230
51.62894,12.1174,4052
51.12364,6.84468,5180
48.45,11.76667,4029
50.65912,13.22981,1681
50.89772,14.80764,25286
49.4424,10.95414,25734
54.07565,13.90899,4194
51.5679,12.95354,1696
54.43572,12.6888,3198
48.1666,8.59436,6061
52.20608,14.62411,1639
53.99433,12.03933,1350
52.26616,12.28997,2875
48.65244,10.39882,1011
51.36948,9.30164,6782
48.29244,10.53503,3049
52.28958,11.67572,2154
53.29567,9.27562,12607
52.34803,13.62174,10084
50.65278,11.98377,13763
53.41583,7.96775,11684
53.06845,10.88325,1695
49.6,6.68333,1683
51.9662,12.08517,21124
50.03538,8.61333,1350
48.79128,13.25968,1179
49.9,6.7,2900
48.64882,9.57137,2984
49.89737,9.81746,6365
47.70555,7.85248,6206
49.81214,9.86962,4035
50.65642,10.66046,12157
50.13532,11.82266,1857
50.02918,7.18232,4402
48.69235,8.06301,8043
51.04962,12.1369,28328
50.26189,9.67243,2228
49.07848,12.11174,5849
51.33356,13.33809,5839
49.23278,8.24722,2283
48.30003,12.8426,2291
50.00986,10.5947,6016
52.43333,13.25,54328
52.97852,13.33165,14809
53.54886,10.91669,3243
54.23689,13.10094,1127
53.87039,10.51623,1577
51.51024,11.79514,1592
50.01783,10.93243,5017
48.2748,12.42311,1021
49.15,12.73333,1875
49.10667,8.81278,1776
51.9141,12.78561,3623
48.96667,13.0,2173
49.05611,8.92694,3843
51.35147,13.50462,3047
51.65877,6.45297,21587
54.6914,8.56702,4429
48.16617,7.64917,3645
47.66019,8.36755,6675
53.47734,13.15555,1312
52.9237,11.12846,3086
52.36666,12.38488,3184
52.55,12.95,7729
54.11312,13.61608,1370
52.8912,12.46021,6632
49.08083,9.46056,6770
51.3707,12.73939,15233
49.79391,9.95121,133731
50.46357,11.53779,3864
50.81809,6.1347,37074
48.35,12.33333,1351
48.0,8.78333,3812
48.86667,8.81667,2898
48.35334,12.78603,3710
51.25627,7.14816,360797
52.42377,9.43585,41211
50.03923,12.00342,10295
50.79662,12.09824,3257
51.52002,8.69934,12439
53.31667,8.66667,1967
51.36667,13.4,1877
53.54445,13.16921,1579
51.65999,10.17437,2127
53.30185,10.14332,1582
51.28195,7.03821,20731
50.33201,10.34084,1469
51.81938,11.93063,1215
52.32905,9.77509,4409
53.93249,9.75301,2507
52.72091,14.13425,8213
53.0313,10.29848,2596
52.90435,10.57494,2996
53.65,8.51667,2023
49.01205,8.60754,3781
48.0725,11.20175,4589
48.623,12.33944,2400
49.00093,12.40539,4524
49.04888,8.25959,17272
49.7972,9.15389,4983
49.03047,10.27239,1444
49.84861,8.12417,7668
51.065,6.85936,10193
53.22107,8.92587,9417
49.63278,8.35916,81099
51.84172,12.42116,1681
47.91667,10.2,1812
51.41997,10.3633,5371
49.97614,11.30047,1219
50.01667,10.46667,1955
52.95448,11.21908,1033
52.45554,13.74986,7581
52.19098,10.93878,1108
52.41667,9.23333,1754
47.89471,9.61202,4128
49.1675,9.84472,2037
48.6038,11.62568,10973
52.24856,11.62945,10860
51.95,11.48333,1544
49.81667,7.96667,4516
47.69226,9.14595,6775
50.36667,10.23333,1242
51.42185,10.73815,1180
50.65552,13.07132,4359
50.33333,7.46667,1093
54.052,13.77105,12664
49.58411,7.60496,2060
49.85306,8.49972,3850
49.10731,11.9781,1506
48.65,9.28333,6108
52.42452,10.7815,123064
47.91289,11.42166,17191
49.22675,10.72769,2911
50.80825,10.77905,1662
51.32611,9.17015,13266
47.8935,10.26715,1852
48.90352,10.78129,1113
50.4,8.81667,9610
48.47937,11.70949,2327
51.5065,11.51299,1292
52.16442,10.54095,54740
51.66122,12.26873,25251
47.8203,9.79491,3440
48.29319,8.2158,5998
53.45944,13.58286,4144
54.16643,8.99466,1335
50.42864,8.82923,1050
53.51739,10.29108,2249
53.69282,10.13117,4450
49.93085,8.64972,6400
48.62224,13.49444,1742
53.571,10.33717,1446
51.34103,9.8554,16055
53.16118,12.48287,17361
54.05653,9.96701,5809
53.33039,10.37561,1384
53.00993,9.51555,1384
47.95,7.81667,1423
53.57682,7.77571,21355
52.12969,10.64,1391
49.98596,6.89308,17887
48.61917,10.41722,2360
52.72694,10.73613,12427
51.38496,14.24403,6261
50.88316,12.87031,4440
51.03615,10.89028,1153
54.18379,13.07133,1358
53.62917,11.32982,2931
53.50647,11.07898,5041
53.00005,11.74944,20171
52.59319,13.32127,24726
51.44362,7.35258,91808
49.06121,10.48121,1274
53.26942,9.67713,1732
50.77915,7.73466,8547
53.89218,11.45563,45255
53.78333,9.31667,3110
50.10572,11.60515,2003
50.47195,7.79844,5201
53.47667,7.20594,1096
51.573,11.27498,1621
51.1161,7.39865,23723
51.4556,10.64388,1606
49.91667,10.16667,1126
48.72285,13.07751,3964
51.0532,12.35445,2978
48.18333,9.11667,6722
53.59368,10.01123,56382
49.70683,10.01661,1558
51.19248,8.53468,14601
48.79918,9.47914,7844
53.35777,10.21161,32662
52.68251,9.9096,12838
49.56667,7.85,4850
50.31667,7.51667,2457
48.87563,9.39819,29876
49.42688,12.47986,1473
49.38963,11.29888,3971
48.26667,12.65,4917
53.73572,9.08054,3610
51.39032,10.23954,1243
49.24786,10.82651,6235
51.01556,12.46914,2254
49.80108,12.1571,5659
51.78544,10.21218,1113
50.64121,7.35352,4433
49.9,7.81667,1951
49.09778,8.11694,1054
49.4,10.3,1037
54.45971,9.78474,1103
48.94285,12.7462,1059
48.06667,11.03333,3449
49.60904,6.42597,1499
48.85,8.83333,2705
51.52069,11.50696,1410
49.65919,6.59255,1349
51.09745,14.3929,6304
52.53828,6.84576,1608
53.92253,9.37465,4443
53.19493,9.09595,1718
51.05199,13.53657,13772
50.81667,8.1,21505
52.48333,13.31667,101877
48.54071,7.89314,9061
49.13626,9.35632,4200
49.25,12.66667,2193
50.85,9.2,5385
51.29418,8.6091,5672
51.26371,6.54734,51843
51.62564,9.03694,8821
49.68011,10.23248,1590
50.67504,12.51482,11850
49.48308,10.71555,5105
50.31113,11.37278,4123
52.52379,13.18916,40463
52.5871,13.36855,8123
53.5476,8.10395,84393
49.47056,8.75361,3433
49.56419,10.73716,1269
47.86612,9.42621,4903
53.49283,10.01372,53064
49.20891,7.87346,1164
47.70145,10.93753,1245
47.76667,10.4,2501
50.37764,9.91092,3352
52.89446,8.43375,18114
51.3076,13.47678,1765
50.66784,12.60886,4072
48.72981,11.89845,1353
51.8281,10.28152,1135
48.62336,8.74518,10187
48.75071,8.5504,9565
49.02427,10.39505,2183
47.74781,10.22987,5065
52.92095,9.97725,4105
52.71128,9.07641,2205
52.65125,9.84542,8216
52.51806,7.13408,10903
50.03333,9.43333,1445
53.41513,7.73642,13157
49.29504,8.69846,27731
49.79451,10.34509,4759
49.71326,11.13564,1711
49.01667,12.38333,2561
48.56127,9.6254,2199
49.04066,12.54008,3596
52.11456,12.45534,5380
49.36139,8.80361,3158
52.23071,14.59107,1382
50.11667,9.36667,1139
50.60528,8.70238,10158
50.08601,8.24435,288850
49.90817,12.18889,3916
50.61114,13.01377,3811
48.88333,8.85,6391
52.88529,10.65871,2666
52.58021,10.18862,4278
53.95815,9.90297,1520
54.62174,13.29164,1269
50.9495,7.55062,26291
51.26586,11.41282,2258
53.25562,8.11686,14775
51.38608,14.02683,1178
51.66526,11.52723,1159
48.03946,10.67406,1377
52.38385,9.12019,1061
51.46667,12.2,2274
51.634,10.58704,1501
49.31825,9.42209,1967
51.53365,7.61636,15225
51.4964,7.86587,12504
51.45327,7.49139,2395
52.46208,10.71699,2654
50.71667,7.55,1456
47.85838,11.79923,3217
53.84516,9.40509,1538
50.56109,8.50495,52656
49.47056,11.04148,8268
52.20939,7.31895,7897
51.58604,11.8063,2046
51.0,12.01667,1145
51.38747,7.39277,29146
50.90254,8.72366,8867
52.32997,9.69492,13091
52.61295,8.44883,1785
51.42302,7.53306,5120
49.70444,8.24806,3268
49.2464,8.32357,1720
49.0,10.66667,1215
48.38647,10.81839,3300
48.88333,10.18333,5884
48.51916,9.95494,2166
53.25682,7.92737,21902
54.27954,9.65031,5227
54.50796,9.18574,1124
54.9079,8.30326,12500
52.31667,7.88333,11397
53.85711,9.67959,1293
53.59005,7.45676,2353
48.51511,9.62424,2888
48.01667,10.3,2077
51.80566,11.05631,2169
53.234,10.24624,1709
51.54439,7.37419,6965
51.96328,11.39265,2099
50.55938,7.97482,5863
54.27452,9.89584,1582
48.57209,10.84049,1489
47.93333,10.71667,1825
52.51708,13.27636,41328
53.05943,10.70283,1062
47.87407,11.02461,2076
48.07452,11.2482,5172
54.20985,9.07644,1398
50.82709,6.9747,35665
54.21227,8.92366,3146
52.59208,10.53712,4924
53.2803,12.96936,3346
49.33662,7.6078,1402
51.6669,6.62037,61685
48.56314,10.68149,8958
50.56002,9.71295,16410
52.07771,8.41793,11575
49.759,9.50852,24869
47.60301,10.40966,2749
51.18459,6.81249,27151
52.87207,7.50831,1104
50.72404,10.35086,3143
51.83652,10.78216,32167
52.63275,13.73437,7767
49.19062,7.92756,1120
49.98201,10.09884,10051
51.66446,7.63421,30810
51.48796,7.31217,15345
49.53931,12.1613,5830
48.69306,9.41533,12518
51.28333,12.95,6074
51.1397,7.21583,36816
